S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
11085,11/06/2021,Mizoram,14743,3578,11104,61
11086,12/06/2021,Mizoram,14921,3501,11358,62
11087,13/06/2021,Mizoram,15267,3660,11545,62
11088,14/06/2021,Mizoram,15364,3549,11748,67
11089,15/06/2021,Mizoram,15631,3682,11879,70
11090,16/06/2021,Mizoram,15899,3637,12191,71
11091,17/06/2021,Mizoram,16135,3647,12414,74
11092,18/06/2021,Mizoram,16437,3732,12630,75
11093,19/06/2021,Mizoram,16750,3816,12858,76
11094,20/06/2021,Mizoram,16943,3733,13129,81
11095,21/06/2021,Mizoram,17605,4132,13390,83
11096,22/06/2021,Mizoram,17979,4227,13667,85
11097,23/06/2021,Mizoram,18409,4424,13900,85
11098,14/04/2020,Nagaland,1,1,0,0
11099,15/04/2020,Nagaland,0,0,0,0
11100,16/04/2020,Nagaland,0,0,0,0
11101,17/04/2020,Nagaland,0,0,0,0
11102,18/04/2020,Nagaland,0,0,0,0
11103,19/04/2020,Nagaland,0,0,0,0
11104,20/04/2020,Nagaland,0,0,0,0
11105,21/04/2020,Nagaland,0,0,0,0
11106,26/05/2020,Nagaland,3,3,0,0
11107,27/05/2020,Nagaland,4,4,0,0
11108,28/05/2020,Nagaland,4,4,0,0
11109,29/05/2020,Nagaland,18,18,0,0
11110,30/05/2020,Nagaland,25,25,0,0
11111,31/05/2020,Nagaland,36,36,0,0
11112,01/06/2020,Nagaland,43,43,0,0
11113,02/06/2020,Nagaland,43,43,0,0
11114,03/06/2020,Nagaland,49,49,0,0
11115,04/06/2020,Nagaland,58,58,0,0
11116,05/06/2020,Nagaland,80,80,0,0
11117,06/06/2020,Nagaland,94,94,0,0
11118,07/06/2020,Nagaland,107,107,0,0
11119,08/06/2020,Nagaland,118,110,8,0
11120,09/06/2020,Nagaland,123,115,8,0
11121,10/06/2020,Nagaland,127,117,10,0
11122,11/06/2020,Nagaland,128,106,22,0
11123,12/06/2020,Nagaland,128,106,22,0
11124,13/06/2020,Nagaland,156,107,49,0
11125,14/06/2020,Nagaland,163,87,76,0
11126,15/06/2020,Nagaland,168,80,88,0
11127,16/06/2020,Nagaland,177,85,92,0
11128,17/06/2020,Nagaland,179,87,92,0
11129,18/06/2020,Nagaland,193,90,103,0
11130,19/06/2020,Nagaland,193,90,103,0
11131,20/06/2020,Nagaland,198,73,125,0
11132,21/06/2020,Nagaland,201,63,138,0
11133,22/06/2020,Nagaland,211,70,141,0
11134,23/06/2020,Nagaland,280,139,141,0
11135,24/06/2020,Nagaland,330,189,141,0
11136,25/06/2020,Nagaland,347,199,148,0
11137,26/06/2020,Nagaland,355,195,160,0
11138,27/06/2020,Nagaland,371,209,162,0
11139,28/06/2020,Nagaland,387,223,164,0
11140,29/06/2020,Nagaland,415,251,164,0
11141,30/06/2020,Nagaland,434,266,168,0
11142,01/07/2020,Nagaland,459,291,168,0
11143,02/07/2020,Nagaland,459,291,168,0
11144,03/07/2020,Nagaland,501,319,182,0
11145,04/07/2020,Nagaland,539,311,228,0
11146,05/07/2020,Nagaland,563,335,228,0
11147,06/07/2020,Nagaland,590,359,231,0
11148,07/07/2020,Nagaland,625,382,243,0
11149,08/07/2020,Nagaland,625,382,243,0
11150,09/07/2020,Nagaland,657,353,304,0
11151,10/07/2020,Nagaland,673,369,304,0
11152,11/07/2020,Nagaland,732,428,304,0
11153,12/07/2020,Nagaland,748,435,313,0
11154,13/07/2020,Nagaland,774,447,327,0
11155,14/07/2020,Nagaland,845,505,340,0
11156,15/07/2020,Nagaland,896,550,346,0
11157,16/07/2020,Nagaland,902,554,348,0
11158,17/07/2020,Nagaland,916,525,391,0
11159,18/07/2020,Nagaland,956,551,405,0
11160,19/07/2020,Nagaland,978,546,432,0
11161,20/07/2020,Nagaland,988,543,445,0
11162,21/07/2020,Nagaland,1021,537,484,0
11163,22/07/2020,Nagaland,1030,545,485,0
11164,23/07/2020,Nagaland,1084,598,486,0
11165,24/07/2020,Nagaland,1174,644,530,0
11166,25/07/2020,Nagaland,1239,701,537,1
11167,26/07/2020,Nagaland,1289,744,541,4
11168,27/07/2020,Nagaland,1339,786,549,4
11169,28/07/2020,Nagaland,1385,811,569,5
11170,29/07/2020,Nagaland,1460,878,577,5
11171,30/07/2020,Nagaland,1513,913,595,5
11172,31/07/2020,Nagaland,1566,936,625,5
11173,01/08/2020,Nagaland,1693,1053,635,5
11174,02/08/2020,Nagaland,1831,1186,640,5
11175,03/08/2020,Nagaland,1935,1282,648,5
11176,04/08/2020,Nagaland,2129,1467,657,5
11177,05/08/2020,Nagaland,2405,1741,659,5
11178,06/08/2020,Nagaland,2498,1807,685,6
11179,07/08/2020,Nagaland,2580,1755,819,6
11180,08/08/2020,Nagaland,2657,1826,824,7
11181,09/08/2020,Nagaland,2688,1785,896,7
11182,10/08/2020,Nagaland,2781,1869,904,8
11183,11/08/2020,Nagaland,3011,2030,973,8
11184,12/08/2020,Nagaland,3031,2032,991,8
11185,13/08/2020,Nagaland,3118,1997,1113,8
11186,14/08/2020,Nagaland,3168,2021,1139,8
11187,15/08/2020,Nagaland,3322,2116,1198,8
11188,16/08/2020,Nagaland,3340,2011,1321,8
11189,17/08/2020,Nagaland,3394,1964,1422,8
11190,18/08/2020,Nagaland,3455,1917,1530,8
11191,19/08/2020,Nagaland,3520,1848,1664,8
11192,20/08/2020,Nagaland,3558,1844,1706,8
11193,21/08/2020,Nagaland,3583,1654,1921,8
11194,22/08/2020,Nagaland,3619,1537,2074,8
11195,23/08/2020,Nagaland,3635,1460,2166,9
11196,24/08/2020,Nagaland,3686,1383,2294,9
11197,25/08/2020,Nagaland,3714,1309,2396,9
11198,26/08/2020,Nagaland,3752,1132,2611,9
11199,27/08/2020,Nagaland,3778,1158,2611,9
11200,28/08/2020,Nagaland,3784,1040,2735,9
11201,29/08/2020,Nagaland,3805,946,2850,9
11202,30/08/2020,Nagaland,3851,925,2917,9
11203,31/08/2020,Nagaland,3922,887,3026,9
11204,01/09/2020,Nagaland,3950,874,3067,9
11205,02/09/2020,Nagaland,4003,793,3201,9
11206,03/09/2020,Nagaland,4017,785,3223,9
11207,04/09/2020,Nagaland,4066,733,3324,9
11208,05/09/2020,Nagaland,4107,736,3361,10
11209,06/09/2020,Nagaland,4128,726,3392,10
11210,07/09/2020,Nagaland,4178,657,3511,10
11211,08/09/2020,Nagaland,4220,525,3685,10
11212,09/09/2020,Nagaland,4245,496,3739,10
11213,10/09/2020,Nagaland,4375,578,3787,10
11214,11/09/2020,Nagaland,4636,834,3792,10
11215,12/09/2020,Nagaland,4946,1134,3802,10
11216,13/09/2020,Nagaland,5064,1215,3839,10
11217,14/09/2020,Nagaland,5083,1172,3901,10
11218,15/09/2020,Nagaland,5214,1289,3915,10
11219,16/09/2020,Nagaland,5229,1269,3945,15
11220,17/09/2020,Nagaland,5263,1261,3987,15
11221,18/09/2020,Nagaland,5306,1193,4098,15
11222,19/09/2020,Nagaland,5357,1213,4129,15
11223,20/09/2020,Nagaland,5392,1206,4171,15
11224,21/09/2020,Nagaland,5451,1184,4252,15
11225,22/09/2020,Nagaland,5544,1052,4477,15
11226,23/09/2020,Nagaland,5604,1072,4517,15
11227,24/09/2020,Nagaland,5671,1119,4536,16
11228,25/09/2020,Nagaland,5730,1088,4626,16
11229,26/09/2020,Nagaland,5768,1083,4669,16
11230,27/09/2020,Nagaland,5862,1027,4819,16
11231,28/09/2020,Nagaland,5946,1042,4888,16
11232,29/09/2020,Nagaland,5957,1002,4938,17
11233,30/09/2020,Nagaland,6040,1037,4986,17
11234,01/10/2020,Nagaland,6163,1080,5066,17
11235,02/10/2020,Nagaland,6244,1083,5144,17
11236,03/10/2020,Nagaland,6318,1090,5211,17
11237,04/10/2020,Nagaland,6429,1155,5257,17
11238,05/10/2020,Nagaland,6552,1226,5309,17
11239,06/10/2020,Nagaland,6594,1155,5422,17
11240,07/10/2020,Nagaland,6662,1185,5460,17
11241,08/10/2020,Nagaland,6715,1200,5498,17
11242,09/10/2020,Nagaland,6736,1155,5564,17
11243,10/10/2020,Nagaland,6888,1215,5656,17
11244,11/10/2020,Nagaland,6949,1238,5694,17
11245,12/10/2020,Nagaland,7019,1259,5743,17
11246,13/10/2020,Nagaland,7240,1409,5813,18
11247,14/10/2020,Nagaland,7363,1513,5831,19
11248,15/10/2020,Nagaland,7416,1478,5916,22
11249,16/10/2020,Nagaland,7492,1453,6017,22
11250,17/10/2020,Nagaland,7604,1471,6111,22
11251,18/10/2020,Nagaland,7698,1530,6141,27
11252,19/10/2020,Nagaland,7816,1583,6206,27
11253,20/10/2020,Nagaland,7953,1653,6273,27
11254,21/10/2020,Nagaland,8020,1658,6334,28
11255,22/10/2020,Nagaland,8139,1683,6428,28
11256,23/10/2020,Nagaland,8296,1799,6469,28
11257,24/10/2020,Nagaland,8436,1838,6570,28
11258,25/10/2020,Nagaland,8515,1817,6668,30
11259,26/10/2020,Nagaland,8626,1871,6724,31
11260,27/10/2020,Nagaland,8663,1838,6792,33
11261,28/10/2020,Nagaland,8726,1865,6828,33
11262,29/10/2020,Nagaland,8824,1845,6945,34
11263,30/10/2020,Nagaland,8894,1763,7096,35
11264,31/10/2020,Nagaland,8945,1598,7308,39
11265,01/11/2020,Nagaland,9047,1554,7454,39
11266,02/11/2020,Nagaland,9075,1501,7535,39
11267,03/11/2020,Nagaland,9096,1365,7689,42
11268,04/11/2020,Nagaland,9151,1240,7869,42
11269,05/11/2020,Nagaland,9207,1146,8017,44
11270,06/11/2020,Nagaland,9264,1058,8161,45
11271,07/11/2020,Nagaland,9327,1000,8282,45
11272,08/11/2020,Nagaland,9455,1074,8336,45
11273,09/11/2020,Nagaland,9474,988,8440,46
11274,10/11/2020,Nagaland,9503,944,8513,46
11275,11/11/2020,Nagaland,9536,889,8597,50
11276,12/11/2020,Nagaland,9578,841,8687,50
11277,13/11/2020,Nagaland,9615,789,8776,50
11278,14/11/2020,Nagaland,9638,727,8859,52
11279,15/11/2020,Nagaland,9750,807,8891,52
11280,16/11/2020,Nagaland,9885,920,8913,52
11281,17/11/2020,Nagaland,10025,1013,8959,53
11282,18/11/2020,Nagaland,10188,1138,8997,53
11283,19/11/2020,Nagaland,10366,1255,9057,54
11284,20/11/2020,Nagaland,10460,1296,9110,54
11285,21/11/2020,Nagaland,10608,1344,9208,56
11286,22/11/2020,Nagaland,10674,1375,9242,57
11287,23/11/2020,Nagaland,10777,1410,9308,59
11288,24/11/2020,Nagaland,10852,1444,9347,61
11289,25/11/2020,Nagaland,10931,1473,9397,61
11290,26/11/2020,Nagaland,10991,1467,9463,61
11291,27/11/2020,Nagaland,11060,1402,9595,63
11292,28/11/2020,Nagaland,11091,1222,9805,64
11293,29/11/2020,Nagaland,11115,1221,9830,64
11294,30/11/2020,Nagaland,11159,1090,10005,64
11295,01/12/2020,Nagaland,11186,928,10194,64
11296,02/12/2020,Nagaland,11209,843,10302,64
11297,03/12/2020,Nagaland,11254,723,10467,64
11298,04/12/2020,Nagaland,11283,699,10520,64
11299,05/12/2020,Nagaland,11305,481,10759,65
11300,06/12/2020,Nagaland,11340,514,10761,65
11301,07/12/2020,Nagaland,11379,547,10766,66
11302,08/12/2020,Nagaland,11418,579,10773,66
11303,09/12/2020,Nagaland,11479,631,10781,67
11304,10/12/2020,Nagaland,11508,592,10849,67
11305,11/12/2020,Nagaland,11602,666,10868,68
11306,12/12/2020,Nagaland,11634,632,10934,68
11307,13/12/2020,Nagaland,11676,610,10998,68
11308,14/12/2020,Nagaland,11709,634,11007,68
11309,15/12/2020,Nagaland,11728,593,11066,69
11310,17/12/2020,Nagaland,11787,597,11120,70
11311,18/12/2020,Nagaland,11820,547,11200,73
11312,19/12/2020,Nagaland,11832,554,11205,73
11313,20/12/2020,Nagaland,11841,538,11230,73
11314,21/12/2020,Nagaland,11842,496,11273,73
11315,22/12/2020,Nagaland,11858,462,11323,73
11316,23/12/2020,Nagaland,11866,417,11373,76
11317,24/12/2020,Nagaland,11877,377,11423,77
11318,25/12/2020,Nagaland,11890,305,11508,77
11319,26/12/2020,Nagaland,11895,274,11544,77
11320,27/12/2020,Nagaland,11897,274,11545,78
11321,28/12/2020,Nagaland,11897,251,11568,78
11322,29/12/2020,Nagaland,11911,243,11589,79
11323,30/12/2020,Nagaland,11917,243,11595,79
11324,31/12/2020,Nagaland,11921,218,11624,79
11325,03/01/2021,Nagaland,11929,186,11664,79
11326,04/01/2021,Nagaland,11930,178,11673,79
11327,05/01/2021,Nagaland,11935,173,11683,79
11328,06/01/2021,Nagaland,11937,144,11714,79
11329,07/01/2021,Nagaland,11954,137,11737,80
11330,08/01/2021,Nagaland,11960,131,11747,82
11331,09/01/2021,Nagaland,11964,129,11752,83
11332,10/01/2021,Nagaland,11975,113,11778,84
11333,11/01/2021,Nagaland,11978,116,11778,84
11334,12/01/2021,Nagaland,11987,108,11795,84
11335,13/01/2021,Nagaland,11997,106,11807,84
11336,14/01/2021,Nagaland,12003,103,11814,86
11337,15/01/2021,Nagaland,12035,124,11825,86
11338,16/01/2021,Nagaland,12039,104,11847,88
11339,17/01/2021,Nagaland,12054,117,11849,88
11340,18/01/2021,Nagaland,12058,116,11854,88
11341,19/01/2021,Nagaland,12061,115,11858,88
11342,20/01/2021,Nagaland,12066,112,11866,88
11343,21/01/2021,Nagaland,12067,106,11873,88
11344,22/01/2021,Nagaland,12070,107,11875,88
11345,23/01/2021,Nagaland,12072,104,11880,88
11346,24/01/2021,Nagaland,12076,104,11884,88
11347,25/01/2021,Nagaland,12076,103,11885,88
11348,27/01/2021,Nagaland,12081,95,11898,88
11349,28/01/2021,Nagaland,12083,57,11938,88
11350,29/01/2021,Nagaland,12084,52,11944,88
11351,30/01/2021,Nagaland,12088,53,11947,88
11352,31/01/2021,Nagaland,12090,52,11950,88
11353,01/02/2021,Nagaland,12094,56,11950,88
11354,02/02/2021,Nagaland,12099,54,11957,88
11355,03/02/2021,Nagaland,12101,55,11958,88
11356,04/02/2021,Nagaland,12117,66,11963,88
11357,05/02/2021,Nagaland,12121,63,11970,88
11358,06/02/2021,Nagaland,12126,68,11970,88
11359,07/02/2021,Nagaland,12148,85,11975,88
11360,08/02/2021,Nagaland,12158,95,11975,88
11361,09/02/2021,Nagaland,12160,84,11988,88
11362,10/02/2021,Nagaland,12166,88,11990,88
11363,11/02/2021,Nagaland,12168,87,11993,88
11364,12/02/2021,Nagaland,12175,89,11998,88
11365,13/02/2021,Nagaland,12176,77,12011,88
11366,14/02/2021,Nagaland,12183,76,12019,88
11367,15/02/2021,Nagaland,12189,73,12028,88
11368,16/02/2021,Nagaland,12189,58,12043,88
11369,17/02/2021,Nagaland,12190,41,12059,90
11370,18/02/2021,Nagaland,12190,36,12064,90
11371,19/02/2021,Nagaland,12191,29,12071,91
11372,20/02/2021,Nagaland,12191,20,12080,91
11373,21/02/2021,Nagaland,12191,18,12082,91
11374,22/02/2021,Nagaland,12192,13,12088,91
11375,23/02/2021,Nagaland,12192,12,12089,91
11376,24/02/2021,Nagaland,12192,12,12089,91
11377,25/02/2021,Nagaland,12192,8,12093,91
11378,26/02/2021,Nagaland,12198,13,12094,91
11379,27/02/2021,Nagaland,12198,9,12098,91
11380,01/03/2021,Nagaland,12200,7,12102,91
11381,02/03/2021,Nagaland,12200,7,12102,91
11382,03/03/2021,Nagaland,12200,7,12102,91
11383,04/03/2021,Nagaland,12205,12,12102,91
11384,06/03/2021,Nagaland,12210,15,12104,91
11385,07/03/2021,Nagaland,12211,15,12105,91
11386,08/03/2021,Nagaland,12217,20,12106,91
11387,09/03/2021,Nagaland,12217,19,12107,91
11388,10/03/2021,Nagaland,12217,18,12108,91
11389,11/03/2021,Nagaland,12217,10,12116,91
11390,13/03/2021,Nagaland,12221,10,12120,91
11391,14/03/2021,Nagaland,12225,14,12120,91
11392,15/03/2021,Nagaland,12225,14,12120,91
11393,16/03/2021,Nagaland,12225,14,12120,91
11394,17/03/2021,Nagaland,12225,14,12120,91
11395,18/03/2021,Nagaland,12225,7,12127,91
11396,19/03/2021,Nagaland,12225,7,12127,91
11397,20/03/2021,Nagaland,12225,2,12132,91
11398,21/03/2021,Nagaland,12225,2,12132,91
11399,22/03/2021,Nagaland,12225,2,12132,91
11400,23/03/2021,Nagaland,12225,2,12132,91
11401,24/03/2021,Nagaland,12225,2,12132,91
11402,25/03/2021,Nagaland,12226,2,12133,91
11403,27/03/2021,Nagaland,12229,4,12133,92
11404,28/03/2021,Nagaland,12229,4,12133,92
11405,29/03/2021,Nagaland,12230,4,12134,92
11406,30/03/2021,Nagaland,12233,7,12134,92
11407,31/03/2021,Nagaland,12233,7,12134,92
11408,01/04/2021,Nagaland,12340,112,12136,92
11409,02/04/2021,Nagaland,12345,115,12138,92
11410,03/04/2021,Nagaland,12361,131,12138,92
11411,04/04/2021,Nagaland,12362,132,12138,92
11412,05/04/2021,Nagaland,12363,133,12138,92
11413,06/04/2021,Nagaland,12365,135,12138,92
11414,07/04/2021,Nagaland,12365,133,12140,92
11415,08/04/2021,Nagaland,12376,141,12143,92
11416,09/04/2021,Nagaland,12381,146,12143,92
11417,10/04/2021,Nagaland,12388,146,12150,92
11418,11/04/2021,Nagaland,12400,156,12152,92
11419,12/04/2021,Nagaland,12405,157,12155,93
11420,13/04/2021,Nagaland,12416,167,12156,93
11421,14/04/2021,Nagaland,12427,174,12160,93
11422,15/04/2021,Nagaland,12440,84,12263,93
11423,16/04/2021,Nagaland,12482,122,12267,93
11424,17/04/2021,Nagaland,12504,139,12271,94
11425,18/04/2021,Nagaland,12536,167,12275,94
11426,19/04/2021,Nagaland,12555,176,12285,94
11427,20/04/2021,Nagaland,12568,189,12285,94
11428,21/04/2021,Nagaland,12650,257,12299,94
11429,22/04/2021,Nagaland,12747,347,12306,94
11430,23/04/2021,Nagaland,12800,384,12322,94
11431,24/04/2021,Nagaland,12889,457,12338,94
11432,25/04/2021,Nagaland,13003,558,12350,95
11433,26/04/2021,Nagaland,13183,679,12406,98
11434,27/04/2021,Nagaland,13238,727,12413,98
11435,28/04/2021,Nagaland,13445,874,12472,99
11436,29/04/2021,Nagaland,13569,953,12516,100
11437,30/04/2021,Nagaland,13750,1073,12577,100
11438,01/05/2021,Nagaland,13976,1261,12611,104
11439,02/05/2021,Nagaland,14134,1353,12674,107
11440,03/05/2021,Nagaland,14350,1529,12712,109
11441,04/05/2021,Nagaland,14451,1584,12752,115
11442,05/05/2021,Nagaland,14717,1798,12801,118
11443,06/05/2021,Nagaland,15004,2038,12848,118
11444,07/05/2021,Nagaland,15271,2245,12905,121
11445,08/05/2021,Nagaland,15580,2433,13025,122
11446,09/05/2021,Nagaland,15913,2711,13065,137
11447,10/05/2021,Nagaland,16150,2809,13201,140
11448,11/05/2021,Nagaland,16283,2884,13249,150
11449,12/05/2021,Nagaland,16552,3081,13315,156
11450,13/05/2021,Nagaland,16890,3297,13428,165
11451,14/05/2021,Nagaland,16890,3297,13428,165
11452,15/05/2021,Nagaland,17256,3551,13528,177
11453,16/05/2021,Nagaland,17835,3985,13654,196
11454,17/05/2021,Nagaland,18076,4100,13767,209
11455,18/05/2021,Nagaland,18349,4253,13880,216
11456,19/05/2021,Nagaland,18714,4407,14079,228
11457,20/05/2021,Nagaland,18958,4426,14298,234
11458,21/05/2021,Nagaland,19284,4519,14520,245
11459,22/05/2021,Nagaland,19593,4588,14747,258
11460,23/05/2021,Nagaland,19845,4607,14967,271
11461,24/05/2021,Nagaland,20068,4678,15105,285
11462,25/05/2021,Nagaland,20259,4714,15248,297
11463,26/05/2021,Nagaland,20535,4806,15414,315
11464,27/05/2021,Nagaland,20795,4923,15545,327
11465,28/05/2021,Nagaland,21023,4941,15744,338
11466,30/05/2021,Nagaland,21371,4982,16039,350
11467,31/05/2021,Nagaland,21563,5049,16151,363
11468,01/06/2021,Nagaland,21680,4934,16370,376
11469,02/06/2021,Nagaland,21854,4725,16744,385
11470,03/06/2021,Nagaland,22072,4832,16841,399
11471,04/06/2021,Nagaland,22240,4711,17125,404
11472,05/06/2021,Nagaland,22387,4695,17276,416
11473,06/06/2021,Nagaland,22696,4819,17455,422
11474,07/06/2021,Nagaland,22773,4732,17615,426
11475,08/06/2021,Nagaland,22918,4703,17786,429
11476,09/06/2021,Nagaland,23051,4676,17943,432
11477,10/06/2021,Nagaland,23237,3893,18909,435
11478,11/06/2021,Nagaland,23350,3877,19032,441
11479,12/06/2021,Nagaland,23466,3777,19244,445
11480,13/06/2021,Nagaland,23562,3633,19481,448
11481,14/06/2021,Nagaland,23644,3502,19689,453
11482,15/06/2021,Nagaland,23753,3201,20096,456
11483,16/06/2021,Nagaland,23854,2972,20423,459
11484,17/06/2021,Nagaland,23965,2699,20805,461
11485,18/06/2021,Nagaland,24041,2368,21207,466
11486,19/06/2021,Nagaland,24097,2059,21571,467
11487,20/06/2021,Nagaland,24191,1979,21744,468
11488,21/06/2021,Nagaland,24248,1890,21889,469
11489,22/06/2021,Nagaland,24374,1844,22055,475
11490,23/06/2021,Nagaland,24438,1757,22204,477
11491,16/03/2020,Odisha,1,1,0,0
11492,17/03/2020,Odisha,1,1,0,0
11493,18/03/2020,Odisha,1,1,0,0
11494,19/03/2020,Odisha,1,1,0,0
11495,20/03/2020,Odisha,1,1,0,0
11496,21/03/2020,Odisha,2,2,0,0
11497,22/03/2020,Odisha,2,2,0,0
11498,23/03/2020,Odisha,2,2,0,0
11499,24/03/2020,Odisha,2,2,0,0
11500,25/03/2020,Odisha,2,2,0,0
11501,26/03/2020,Odisha,2,2,0,0
11502,27/03/2020,Odisha,2,2,0,0
11503,28/03/2020,Odisha,3,3,0,0
11504,29/03/2020,Odisha,3,3,0,0
11505,30/03/2020,Odisha,3,3,0,0
11506,31/03/2020,Odisha,3,3,0,0
11507,01/04/2020,Odisha,4,4,0,0
11508,02/04/2020,Odisha,4,4,0,0
11509,03/04/2020,Odisha,5,5,0,0
11510,04/04/2020,Odisha,5,5,0,0
11511,05/04/2020,Odisha,20,20,0,0
11512,06/04/2020,Odisha,21,19,2,0
11513,07/04/2020,Odisha,21,19,2,0
11514,08/04/2020,Odisha,42,39,2,1
11515,09/04/2020,Odisha,42,39,2,1
11516,10/04/2020,Odisha,44,41,2,1
11517,11/04/2020,Odisha,48,45,2,1
11518,12/04/2020,Odisha,50,47,2,1
11519,13/04/2020,Odisha,54,41,12,1
11520,14/04/2020,Odisha,54,41,12,1
11521,15/04/2020,Odisha,60,41,18,1
11522,16/04/2020,Odisha,60,41,18,1
11523,17/04/2020,Odisha,60,40,19,1
11524,18/04/2020,Odisha,60,40,19,1
11525,19/04/2020,Odisha,61,36,24,1
11526,20/04/2020,Odisha,68,43,24,1
11527,21/04/2020,Odisha,74,49,24,1
11528,22/04/2020,Odisha,79,54,24,1
11529,23/04/2020,Odisha,83,50,32,1
11530,24/04/2020,Odisha,90,56,33,1
11531,25/04/2020,Odisha,94,60,33,1
11532,26/04/2020,Odisha,94,60,33,1
11533,27/04/2020,Odisha,103,67,35,1
11534,28/04/2020,Odisha,118,80,37,1
11535,29/04/2020,Odisha,118,79,38,1
11536,30/04/2020,Odisha,125,85,39,1
11537,01/05/2020,Odisha,142,102,39,1
11538,02/05/2020,Odisha,149,93,55,1
11539,03/05/2020,Odisha,157,100,56,1
11540,04/05/2020,Odisha,162,105,56,1
11541,05/05/2020,Odisha,169,108,60,1
11542,06/05/2020,Odisha,175,114,60,1
11543,07/05/2020,Odisha,185,122,61,2
11544,08/05/2020,Odisha,219,155,62,2
11545,09/05/2020,Odisha,271,206,63,2
11546,10/05/2020,Odisha,294,229,63,2
11547,11/05/2020,Odisha,377,306,68,3
11548,12/05/2020,Odisha,414,326,85,3
11549,13/05/2020,Odisha,437,318,116,3
11550,14/05/2020,Odisha,538,392,143,3
11551,15/05/2020,Odisha,611,450,158,3
11552,16/05/2020,Odisha,672,503,166,3
11553,17/05/2020,Odisha,737,538,196,3
11554,18/05/2020,Odisha,828,604,220,4
11555,19/05/2020,Odisha,876,652,220,4
11556,20/05/2020,Odisha,978,696,277,5
11557,21/05/2020,Odisha,1052,739,307,6
11558,22/05/2020,Odisha,1103,703,393,7
11559,23/05/2020,Odisha,1189,746,436,7
11560,24/05/2020,Odisha,1269,765,497,7
11561,25/05/2020,Odisha,1336,779,550,7
11562,26/05/2020,Odisha,1438,782,649,7
11563,27/05/2020,Odisha,1517,777,733,7
11564,28/05/2020,Odisha,1593,853,733,7
11565,29/05/2020,Odisha,1660,766,887,7
11566,30/05/2020,Odisha,1723,829,887,7
11567,31/05/2020,Odisha,1819,762,1050,7
11568,01/06/2020,Odisha,1948,815,1126,7
11569,02/06/2020,Odisha,2104,852,1245,7
11570,03/06/2020,Odisha,2245,913,1325,7
11571,04/06/2020,Odisha,2388,965,1416,7
11572,05/06/2020,Odisha,2478,1055,1416,7
11573,06/06/2020,Odisha,2608,996,1604,8
11574,07/06/2020,Odisha,2781,1057,1716,8
11575,08/06/2020,Odisha,2856,953,1894,9
11576,09/06/2020,Odisha,2994,992,1993,9
11577,10/06/2020,Odisha,3140,998,2133,9
11578,11/06/2020,Odisha,3250,959,2282,9
11579,12/06/2020,Odisha,3386,1023,2354,9
11580,13/06/2020,Odisha,3498,1014,2474,10
11581,14/06/2020,Odisha,3723,1119,2594,10
11582,15/06/2020,Odisha,3909,1190,2708,11
11583,16/06/2020,Odisha,4055,1190,2854,11
11584,17/06/2020,Odisha,4163,1178,2974,11
11585,18/06/2020,Odisha,4338,1280,3047,11
11586,19/06/2020,Odisha,4512,1357,3144,11
11587,20/06/2020,Odisha,4677,1369,3297,11
11588,21/06/2020,Odisha,4856,1310,3534,12
11589,22/06/2020,Odisha,5160,1426,3720,14
11590,23/06/2020,Odisha,5303,1425,3863,15
11591,24/06/2020,Odisha,5470,1465,3988,17
11592,25/06/2020,Odisha,5752,1612,4123,17
11593,26/06/2020,Odisha,5962,1654,4291,17
11594,27/06/2020,Odisha,6180,1741,4422,17
11595,28/06/2020,Odisha,6350,1726,4606,18
11596,29/06/2020,Odisha,6614,1850,4743,21
11597,30/06/2020,Odisha,6859,1890,4946,23
11598,01/07/2020,Odisha,7065,1851,5189,25
11599,02/07/2020,Odisha,7316,1938,5353,25
11600,03/07/2020,Odisha,7545,2016,5502,27
11601,04/07/2020,Odisha,8106,2372,5705,29
11602,05/07/2020,Odisha,8601,2633,5934,34
11603,06/07/2020,Odisha,9070,2810,6224,36
11604,07/07/2020,Odisha,9526,3002,6486,38
11605,08/07/2020,Odisha,10097,3352,6703,42
11606,09/07/2020,Odisha,10624,3570,7006,48
11607,10/07/2020,Odisha,11201,3742,7407,52
11608,11/07/2020,Odisha,11956,3928,7972,56
11609,12/07/2020,Odisha,12526,4105,8360,61
11610,13/07/2020,Odisha,13121,4307,8750,64
11611,14/07/2020,Odisha,13737,4412,9255,70
11612,15/07/2020,Odisha,14280,4342,9864,74
11613,16/07/2020,Odisha,14898,4345,10476,77
11614,17/07/2020,Odisha,15392,4436,10877,79
11615,18/07/2020,Odisha,16110,4697,11330,83
11616,19/07/2020,Odisha,16701,4678,11937,86
11617,20/07/2020,Odisha,17437,4893,12453,91
11618,21/07/2020,Odisha,18110,5103,12910,97
11619,22/07/2020,Odisha,18757,5344,13310,103
11620,23/07/2020,Odisha,19835,5977,13750,108
11621,24/07/2020,Odisha,21099,6592,14393,114
11622,25/07/2020,Odisha,22693,7372,15201,120
11623,26/07/2020,Odisha,24013,7954,15929,130
11624,27/07/2020,Odisha,25389,8456,16793,140
11625,28/07/2020,Odisha,26892,9371,17374,147
11626,29/07/2020,Odisha,28107,9892,18061,154
11627,30/07/2020,Odisha,29175,10077,18939,159
